"453914990,2024-11-29T08:33:41Z,1403/09/09 12:03,ZAGROS,zagros12345,quote,نه عزیزم تازه شنبه میره واسه تصمیم گیری..\nاینا چون چهارشنبه بازار کاملا مثبتی داشتیم واسه همین از سه شنبه بستن که سهم بالای ۳۰۰نزنه …\nیه سری افراد مافیا این سهم رو نگه داشتن برای مرحله دوم سودشون…مرحله اول سود در سهام بزرگ و مرحله دوم سود در سهام کوچک…"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"453914967,2024-11-29T08:29:56Z,1403/09/09 11:59,mtg,mojtaba5515,twit,مدیران محترم سازمان بورس که مثلا خودتون هم بورسی هستید یا صندوق اهرمی راه نندازید یا راه انداختید درگیر دامنه نوسان 3% نکنید... والله زشته ما بخواهیم در خصوص نتایج این دامنه نوسان بروی این نوع صندوق ها به شما که اساتیدی هستید برای خودتون توضیح بدیم...  \n#اهرم"
"453914954,2024-11-29T08:27:22Z,1403/09/09 11:57,آرش,justarash,quote,لطفا نظر دهید!\n#شاخص_بورس"
"453914935,2024-11-29T08:25:02Z,1403/09/09 11:55,mtg,mojtaba5515,twit,هرچند روز چهارشنبه گذشته پایان معاملات خیلی خوبی داشت اما روند معاملات ابتدای این هفته می تونه مهم باشه از این جهت که با یک روند رنج کوتاه مدت و استراحت قیمتی در این محدوده مواجه هستیم و یا ادامه رشد بازار ... در هر صورت بازار رو ارزنده می دونم و خودم که فروشنده نیستم ولی شاید برخی نمادهایم را با نمادهای دیگر جابه جا کنم...\n#شاخص_بورس"
"453914902,2024-11-29T08:22:35Z,1403/09/09 11:52,mst1351,mst1351,quote,باید هرچی میتونید خرید کنید تا قبل عید حداقل به ۸۵۰ تا ۱۰۰۰ باید برسه و به امید حق میرسه"
"453914889,2024-11-29T08:21:14Z,1403/09/09 11:51,حس۱+۵,ew66,twit,#دانا \nچرخ گردون گر دو روزی بر مراد تو نرفت\nدائما یکسان نماند حال دوران غم مخور\nیعنی اینکه:\nبا خرید بیمه دانا با مارکت ۵همت در ۲۰۰همت دارائی آن شریک شوید و آینده خود و خانواده و فرزندانتان را با تملکش بیمه کنید \nدانا خوب سهمیه خخخخخخخخووووووببببببب\n\nضمنا فراموش نکنیم دانا نیاز به خرید کسی نداره بلکه این دانایان هستند که برای کسب ثروت و سود تپل نیازمند داشتن دانا هستند"
"453914871,2024-11-29T08:20:24Z,1403/09/09 11:50,mst1351,mst1351,quote,چند بار خواندم تا تحلیل را دقیق دقیق متوجه شدم\nعالی بود\nبه شما باید گفت یک سهامدار تحلیلگر عالی\n\nبا خواندن این تحلیل و درک دقیق آن فردا حداقل ۱۰ میلیون سهم ایرانخودرو خودم و دو تا دوستام می‌خریم و هرچی هم پول در این مسیر تا افزایش سرمایه به دستم‌برسه میارم در سهم خودرو\n\nخدایا ممنون"
"453914847,2024-11-29T08:16:29Z,1403/09/09 11:46,AbeMarketMaven,joined1865,twit,بورس به نقل از ویکیپدیا :\nبورس (به فرانسوی: Bourse) به بازاری سازمان‌یافته گفته می‌شود که قیمت‌گذاری، خرید و فروش کالا، قرارداد آتی و اوراق بهادار در آن انجام می‌پذیرد.\n\nبورس به دو نوع بورس کالا و بورس اوراق بهادار. طبقه‌بندی می‌شود. در بورس کالا، کالا و در بورس اوراق بهادار، سهام و اوراق قرضه مورد معامله قرار می‌گیرد. هر چند کلمهٔ بورس عموماً در معنی بورس اوراق بهادار به‌کار گرفته می‌شود.\n\nتاریخچه\nبه روایتی واژهٔ بورس از نام خانوادگی شخصی به نام «واندر بورس» وام گرفته شده که در اوایل سده پانزدهم میلادی در شهر بروژ بلژیک می‌زیسته و صرافان شهر در مقابل خانهٔ او گرد هم می‌آمدند و به دادوستد کالا، پول و اوراق بهادار می‌پرداختند. این نام بعدها به کلیهٔ اماکنی گفته شد که محل داد و ستد پول، کالا و اسناد مالی و تجاری بوده‌اند.\n\nسال ۱۴۶۰ میلادی اولین مرکز بورس اوراق بهادار جهان، در شهر «انورس» بلژیک تأسیس شد. اما رسمیت بورس اوراق بهادار با انتشار سهام کمپانی هند شرقی هلند در سال ۱۶۰۲ میلادی در بورس آمستردام شکل گرفت. البته کمپانی هند شرقی هلند اولین شرکت سهامی به‌شمار نمی‌آید، بلکه اولین شرکت سهامی در سال ۱۵۵۳ میلادی با نام «مسکووی» در روسیه ایجاد شد.\n\nانواع بورس\nبورس کالا\nبازاری که در آن خرید و فروش کالاهای معین صورت می‌گیرد و در روزهای غیر تعطیل و ساعات مشخصی فعال است، بورس کالا نام دارد. در بورس کالا در کشورهای مختلف، کالاهای مختلفی مورد معامله قرار می‌گیرد، اما بورس کالا اغلب محل داد و ستد مواد خام و اولیه مثل فولاد، گندم، برنج، جو، ذرت و... میباشد. هر بورسِ کالا را با نام همان کالایی که مورد معامله قرار می‌گیرد، نام‌گذاری می‌کنند. مثل بورس نفت یا بورس گندم.\n\nبورس ارز\nدر بورس ارز، همان‌طور که از نام آن مشخص است، کار خرید و فروش پول‌های خارجی انجام می‌گیرد. این بورس در ایران فعال نیست اما در کشورهای پیشرفته فعالیت چشمگیری دارد[نیازمند منبع].\n\nبورس اوراق بهادار\nدر بورس اوراق بهادار دارایی‌های مالی از قبیل سهام، اوراق مشارکت و… مورد معامله قرار می‌گیرد. در ایران، به بازار خرید و فروش اوراق بهادار که به‌طور رسمی و دائمی در محل معینی تشکیل می‌شود، «بورس اوراق بهادار» می‌گویند. از ساعت ۹ تا ۱۲:۳۰ معاملات انجام می‌شود.\n\nبورس ایران\nبورس اوراق بهادار تهران در سال ۱۳۴۶ و فرابورس ایران نیز در ۱۹ آبان ۱۳۸۷ افتتاح شد.\n\nبورس مسکن\nدر بورس مسکن، همان‌طور که از نام آن مشخص است، کار خرید و فروش املاک و مستغلات انجام می‌گیرد. مراحل راه اندازی این بورس از سال ۱۳۹۹ در ایران آغاز شده‌است. بورس مسکن، پنجمین بورس در ایران است.\n\nبازار بورس انرژی\nبازار بورس انرژی از سال ۹۱ شروع به فعالیت کرده‌است، در این بازار حامل‌های انرژی و اوراق بهادار بر پایه این حامل‌ها معامله می‌شود.\n\nاهداف بورس انرژی ایجاد شفافیت در بازار، کشف قیمت دقیق حامل‌های انرژی و رفع انحصار دولتی است.\n\nبازار بورس انرژی به دو بازار فیزیکی و مشتقه تقسیم می‌شود، افراد حقیقی از طریق بازار مشتقه می‌توانند اقدام به معامله کنند. امکان معامله در بازار فیزیکی بورس انرژی برای افراد حقیقی وجود ندارد.\n\nتأثیرات بورس بر اقتصاد ملی ایران\nبورس اوراق بهادار یک بازار متشکل سرمایه‌ای است که در آن سهام شرکت‌های خصوصی و دولتی طبق قانون خاصی خرید و فروش می‌شود و از سویی محلی برای جمع‌آوری پس‌انداز و نقدینگی بخش خصوصی به‌منظور انجام پروژه‌های سرمایه‌گذاری بلندمدت است و مرجعی است برای مردم که وجوه مازاد خود را برای سرمایه‌گذاری در شرکت‌ها به‌کار انداخته و از سود آن برخوردار شوند. بورس از طریق جذب و به‌کار انداختن سرمایه‌های راکد، حجم سرمایه‌گذاری در جامعه را بالا می‌برد.\n\nبورس بین عرضه‌کنندگان و تقاضاکنندگان سرمایه ارتباط برقرار می‌کند و معاملات بازار سرمایه را تنظیم می‌نماید. همچنین با قیمت‌گذاری سهام و اوراق بهادار تا حدودی از نوسان شدید قیمت‌ها جلوگیری می‌کند.\n\nبورس مردم را به پس‌انداز تشویق، و بدین‌وسیله باعث به‌کارگیری پس‌انداز مردم در فعالیت‌های اقتصادی می‌شود. بورس سرمایهٔ لازم برای اجرای پروژه‌های دولتی و خصوصی را فراهم می‌آورد. طبق آمار شرکت سپرده‌گذاری مرکزی اوراق بهادار و تسویهٔ وجوه (سمات) تعداد افرادی که در ایران کد سهامداری (کد معاملاتی) دریافت کرده‌اند از ۹٫۶ میلیون نفر فراتر رفته‌است.[۲]\n\nورود به بازار\nمعاملات سهام و کالا در بورس فقط از طریق دلال سهام که کارگزار نامیده می‌شود، امکان‌پذیر است. کارگزاران بورس شرکت‌هایی هستند که واسط بین سازمان بورس و معامله‌گر قرار می‌گیرند. این شرکت‌ها تحت مجوز بانک مرکزی و سازمان بورس اوراق بهادار فعالیت می‌کنند. کارگزار در واقع واسط بین معامله‌گر و بازار بورس می‌باشد. افراد عادی جامعه نیز می‌توانند با دریافت کد معاملاتی از کارگزاری‌های رسمی، خرید و فروش سهام و اوراق بهادار را در بورس انجام دهند. امکان معاملات آنلاین سهام، پیگیری قیمت‌ها و سایر اطلاعات مورد نیاز تحلیل سهام از طریق اینترنت، باعث شده‌است رغبت بیشتری برای حضور در بورس در بین افراد ایجاد شود.[نیازمند منبع] همچنین باید توجه داشت که علاوه‌بر خرید مستقیم می‌توان با روش‌های غیر مستقیم نظیر صندوق‌های مشترک سرمایه‌گذاری یا صندوق‌های قابل معامله در بورس یا قراردادهای سبدگردانی نیز در بازار سرمایهٔ ایران اقدام به خرید و فروش سهام نمود.\n\nروش‌های معامله\nمعامله‌گری روزانه: در این روش معاملات به‌صورت روزانه و ساعتی برای کسب سود انجام می‌شود که نیاز به تخصص بالا و مطالعهٔ بالا دارد.[۳]\nمعاملات بلندمدت: در روش معاملات بلندمدت، تحلیل‌ها و هدف‌گذاری‌ها در بازهٔ زمانی بسیار بزرگ‌تری مانند ۶ ماهه، یک‌ساله و بیشتر بررسی می‌شود.[۳]\nبورس‌های معتبر دنیا\nنزدک\nبورس نیویورک\nبورس یورونکست بروکسل\nجستارهای وابسته\n\tدرگاه اقتصاد\nبازار سهام\nریسک\nبورس تهران\nاصطلاحات بورسی\n\tدرگاه اقتصاد\nتحلیل تکنیکال\nتحلیل فاندامنتال (بنیادی)\nبازار اولیه\nفرابورس\nبازار مشتقه\nاختیار معامله\nکدال\nکدال ۳۶۰\nبورس انرژی\nبورس کالا\nصندوق‌های سرمایه‌گذاری\nسبد سهام\nصورت‌های مالی\nسیگنال خرید و فروش\nنسبت ریسک به پاداش Risk/Reward\nنقشهٔ بازار بایگانی‌شده در ۳۰ سپتامبر ۲۰۲۰ توسط Wayback Machine\nپانویس\n «بورس اوراق بهادار تهران».  2013-10-22. بایگانی‌شده از اصلی در ۲۲ اكتبر ۲۰۱۳. دریافت‌شده در 2020-07-25. تاریخ وارد شده در |archive-date= را بررسی کنید (کمک)\n «تعداد سهام‌داران به ۹ میلیون و ۶۰۰ هزار کد رسید». روزنامهٔ تعادل. دریافت‌شده در ۲۰۲۰-۰۷-۲۵.\n جانسون، اندرو (۱۳۹۷). معامله‌گری روزانه: به سرعت یک معامله گر شوید.\nمنابع\nایمان حیدری نژاد، اقتصاد چیست؟، نشر نی، چاپ دوم، ۱۳۸۱\n#شاخص_بورس"
"453914833,2024-11-29T08:12:23Z,1403/09/09 11:42,ayoobn,ayoobn,twit,#شلرد واحد به خاطر گاز از سرویس خارج کردند"
